continent,country,name,spring_type,address,street_address,state,state_district,city,postcode,county,road,village,aminity,gmaps,lat,long
europe,Éire / Ireland,"Saint Patrick’s Well, Clonmel, Ireland",Public Drinking Spring,"St. Patrick's Holy Well, L3218, Inishlounaght, The Borough District of Clonmel, County Tipperary, Munster, E91 V329, Éire / Ireland",L3218,Minnesota,,,E91 V329,County Tipperary,L3218,,,"https://maps.google.com/?q=52.357632,-7.752409",52.357632,-7.752409
europe,Éire / Ireland,"Tara Hill Spring, Tara Hill, Co. Wexford, Ireland",Public Drinking Spring,"Mary Neal's Spout, Blue Trail, Tara Hill, Courtown ED, The Municipal District of Gorey — Kilmuckridge, County Wexford, Leinster, Y25 DH68, Éire / Ireland","Blue Trail, Tara Hill",Mississippi,,,Y25 DH68,County Wexford,"Blue Trail, Tara Hill",,,"https://maps.google.com/?q=52.696034,-6.214606",52.696034,-6.214606
europe,Éire / Ireland,"Kingstone-Grainne-Hag's Well, Ballymote, Co. Sligo, Ireland",Public Drinking Spring,"Kingstone Well, L5802, Toomour ED, Ballymote-Tubbercurry Municipal District, County Sligo, Connacht, Éire / Ireland",L5802,New Mexico,,,,County Sligo,L5802,,,"https://maps.google.com/?q=54.041136,-8.426015",54.041136,-8.426015
europe,Éire / Ireland,"Kingstone-Grainne-Hag's Well, Ballymote, Co. Sligo, Ireland",Public Drinking Spring,"Kingstone Well, L5802, Toomour ED, Ballymote-Tubbercurry Municipal District, County Sligo, Connacht, Éire / Ireland",L5802,New Mexico,,,,County Sligo,L5802,,,"https://maps.google.com/?q=54.041136,-8.426015",54.041136,-8.426015
europe,Éire / Ireland,"Hill of Tara Sacred Spring, Co. Meath, Leinster, Ireland",Public Drinking Spring,"Maguires of Tara, L6200, Tara ED, The Municipal District of Ashbourne, County Meath, Leinster, C15 FD6X, Éire / Ireland",L6200,Washington,,,C15 FD6X,County Meath,L6200,,,"https://maps.google.com/?q=53.581379,-6.608924",53.581379,-6.608924
europe,Éire / Ireland,"Holy Well, Waterford, Ireland",Public Drinking Spring,"Tramore, Waterford City Metropolitan District, County Waterford, Munster, X91 XK35, Éire / Ireland",,Western Cape,,,X91 XK35,County Waterford,,,,"https://maps.google.com/?q=52.166145,-7.14794",52.166145,-7.14794
europe,Éire / Ireland,"St John's Well, Carrigaline, Co Cork, Ireland",Public Drinking Spring,"Dun Eoin, Carrigaline ED, Municipal District of Carrigaline, County Cork, Munster, P43 PK51, Éire / Ireland",Dun Eoin,Wisconsin,,Municipal District of Carrigaline,P43 PK51,County Cork,Dun Eoin,,,"https://maps.google.com/?q=51.821697,-8.402078",51.821697,-8.402078
europe,España,Font del Gel,Public Drinking Spring,"Font del Gel, camí de Murla, Campell, Fleix, la Vall de Laguar, la Marina Alta, Alacant / Alicante, Comunitat Valenciana, 03791, España",camí de Murla,Alabama,Alacant / Alicante,,3791,,camí de Murla,Fleix,,"https://maps.google.com/?q=38.7747995,-0.1032704",38.7747995,-0.1032704
europe,España,Valley Spring,Public Drinking Spring,"Fuente La Huerta, Avenida de Estepona, Genalguacil, Serranía de Ronda, Málaga, Andalucía, 29492, España",Avenida de Estepona,British Columbia,Málaga,,29492,Serranía de Ronda,Avenida de Estepona,Genalguacil,,"https://maps.google.com/?q=36.54487195557331,-5.231205374822821",36.54487196,-5.231205375
europe,España,"Fuente de los Tiloa, 16879 Beteta, Cuenca, Spain",Public Drinking Spring,"Sendero Fuente de los Tilos - Cueva del Armentero, Beteta, Cuenca, Castilla-La Mancha, 16879, España",Sendero Fuente de los Tilos - Cueva del Armentero,Missouri,Cuenca,,16879,,Sendero Fuente de los Tilos - Cueva del Armentero,Beteta,,"https://maps.google.com/?q=40.546537,-2.132786",40.546537,-2.132786
europe,España,"Font Dels Monjos, Catalunya, Spain 81081",Public Drinking Spring,"Drecera de l'Àngel, Viserta, el Pinyol, Monistrol de Montserrat, Bages, Barcelona, Catalunya, 08691, España",Drecera de l'Àngel,New York,Barcelona,,8691,Bages,Drecera de l'Àngel,Monistrol de Montserrat,,"https://maps.google.com/?q=41.6125,1.833076",41.6125,1.833076
europe,España,"Granada, Spain",Public Drinking Spring,"Alhambra, Paseo de las Torres, La Antequeruela, San Matías - Realejo, Centro, Granada, Comarca de la Vega de Granada, Granada, Andalucía, 18010, España",Paseo de las Torres,North Carolina,Granada,Granada,18010,Comarca de la Vega de Granada,Paseo de las Torres,,,"https://maps.google.com/?q=37.176078,-3.588141",37.176078,-3.588141
europe,España,"SA FONT DE D'ALT, ESPORLES, MALLORCA, ILLES BALEARS",Public Drinking Spring,"font de Son Tries de Dalt, camí de la Font de dalt de Son Tries, Sa Vilanova, Esporles, Serra de Tramuntana, Illes Balears, 07190, España",camí de la Font de dalt de Son Tries,North Carolina,,,7190,Serra de Tramuntana,camí de la Font de dalt de Son Tries,Esporles,,"https://maps.google.com/?q=39.664615,2.571491",39.664615,2.571491
europe,España,"el Manantial de la Costa del Sol, Istán, Andalucía",Public Drinking Spring,"A-7176, Zahara de Istán, Istán, Sierra de las Nieves, Málaga, Andalucía, 29660, España",A-7176,Ohio,Málaga,,29660,Sierra de las Nieves,A-7176,Istán,,"https://maps.google.com/?q=36.543107,-4.950171",36.543107,-4.950171
europe,España,Font Vella de Molló,Public Drinking Spring,"Vial de la Font Vella, Favars, Ca la Francesca, Molló, Ripollès, Girona, Catalunya, 17867, España",Vial de la Font Vella,Ontario,Girona,,17867,Ripollès,Vial de la Font Vella,Molló,,"https://maps.google.com/?q=42.348895,2.402954",42.348895,2.402954
europe,España,Miramar Mallorca,Public Drinking Spring,"font Coberta, Ma-10, Valldemossa, Serra de Tramuntana, Illes Balears, 07170, España",Ma-10,Ontario,,,7170,Serra de Tramuntana,Ma-10,Valldemossa,,"https://maps.google.com/?q=39.736651,2.616647",39.736651,2.616647
europe,España,"Fuente de la Villa, Miraflores, Madrid, Spain",Public Drinking Spring,"Fuente Reyna, Carretera de Rascafría, Miraflores de la Sierra, Cuenca Alta del Manzanares, Comunidad de Madrid, 28792, España",Carretera de Rascafría,Virginia,,,28792,Cuenca Alta del Manzanares,Carretera de Rascafría,Miraflores de la Sierra,,"https://maps.google.com/?q=40.815952,-3.780736",40.815952,-3.780736
Europe,France,Source de la Bouverie,Public Drinking Spring,"Avenue des Grands Pins Parasols, Roquebrune-sur-Argens, Draguignan, Var, Provence-Alpes-Côte d'Azur, France métropolitaine, 83520, France",Avenue des Grands Pins Parasols,Alabama,,,83520,Var,Avenue des Grands Pins Parasols,,,"https://maps.google.com/?q=43.516407,6.637422",43.516407,6.637422
Europe,France,Commune D Alet Les Bains Source,Free Hot Spring,"Source d'Eau d'Alet, Allée des Thermes, Alet-les-Bains, Limoux, Aude, Occitanie, France métropolitaine, 11580, France",Allée des Thermes,Alba / Scotland,,,11580,Aude,Allée des Thermes,Alet-les-Bains,,"https://maps.google.com/?q=43.0005725,2.2522915",43.0005725,2.2522915
Europe,France,Moustiers-Sainte Marie Spring,Public Drinking Spring,"Ravin de Notre Dame, Voie Romaine, Moustiers-Sainte-Marie, Digne-les-Bains, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur, France métropolitaine, 04360, France",Voie Romaine,Arizona,,,4360,Alpes-de-Haute-Provence,Voie Romaine,Moustiers-Sainte-Marie,,"https://maps.google.com/?q=43.84908659876254,6.228573135353809",43.8490866,6.228573135
Europe,France,"Fountain in all Paris, France",Public Drinking Spring,"Cambon Hôtel, Rue Cambon, Quartier Vendôme, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",Rue Cambon,Florida,,Paris,75001,,Rue Cambon,,,"https://maps.google.com/?q=48.866518,2.325068",48.866518,2.325068
Europe,France,Campsegret with no regret!,Public Drinking Spring,"Source de l'Auvergnat, Route de l'Auvergnat, Les Courrades, Campsegret, Périgueux, Dordogne, Nouvelle-Aquitaine, France métropolitaine, 24140, France",Route de l'Auvergnat,Indiana,,,24140,Dordogne,Route de l'Auvergnat,Campsegret,,"https://maps.google.com/?q=44.940389,0.566611",44.940389,0.566611
Europe,France,"Fontaine Sainte Marie, France",Public Drinking Spring,"Route de la Fontaine aux Lynx, Clamart, Antony, Hauts-de-Seine, Île-de-France, France métropolitaine, 92140, France",Route de la Fontaine aux Lynx,Maine,,,92140,Hauts-de-Seine,Route de la Fontaine aux Lynx,,,"https://maps.google.com/?q=48.797678,2.239553",48.797678,2.239553
Europe,France,Mont-Dore,Public Drinking Spring,"Fontaine du col de Plum, Route de la Fontaine du Mont-Dore, Mont Dore, Province Sud, Nouvelle-Calédonie, 98808, France",Route de la Fontaine du Mont-Dore,Maine,,,98808,Province Sud,Route de la Fontaine du Mont-Dore,,,"https://maps.google.com/?q=-22.250914,166.6085",-22.250914,166.6085
Europe,France,"Notre Dame de Montaut, Montbrun-Bocage, France, 31310",Public Drinking Spring,"Source naturelle de Montaut, D 86, Montbrun-Bocage, Muret, Haute-Garonne, Occitanie, France métropolitaine, 31310, France",D 86,Michigan,,,31310,Haute-Garonne,D 86,Montbrun-Bocage,,"https://maps.google.com/?q=43.11347,1.279945",43.11347,1.279945
Europe,France,"Fontaine Du Vieux Meunier, Saint Girons, France, 09200",Public Drinking Spring,"D 33, Sarrat d'Auriol, Encourtiech, Saint-Girons, Ariège, Occitanie, France métropolitaine, 09200, France",D 33,Minnesota,,,9200,Ariège,D 33,Encourtiech,,"https://maps.google.com/?q=42.956273,1.180794",42.956273,1.180794
Europe,France,"Source de la Ribote, Montbrun-Bocage, 31310, France",Public Drinking Spring,"Jean-Blanc, Montbrun-Bocage, Muret, Haute-Garonne, Occitanie, France métropolitaine, 31310, France",,Minnesota,,,31310,Haute-Garonne,,Montbrun-Bocage,,"https://maps.google.com/?q=43.097742,1.244069",43.097742,1.244069
Europe,France,"Source de Lacourt, Lacourt, France, 09200",Public Drinking Spring,"Bus Ariège Lacourt, Avenue du Nabech, Lacourt, Saint-Girons, Ariège, Occitanie, France métropolitaine, 09200, France",Avenue du Nabech,Minnesota,,,9200,Ariège,Avenue du Nabech,Lacourt,,"https://maps.google.com/?q=42.943197,1.173433",42.943197,1.173433
Europe,France,"Source Des Miracles, Buglose, France, 40990",Public Drinking Spring,"Chapelle Notre-Dame des Miracles, 31, Route de Pontonx, Buglose, Saint-Vincent-de-Paul, Arrondissement de Dax, Landes, Nouvelle-Aquitaine, France métropolitaine, 40990, France",Route de Pontonx,Minnesota,,,40990,Landes,Route de Pontonx,Saint-Vincent-de-Paul,,"https://maps.google.com/?q=43.786398,-0.988461",43.786398,-0.988461
Europe,France,"D673 Road Spring, Cassagnes, France, 46700",Public Drinking Spring,"D 673, Cassagnes, Cahors, Lot, Occitanie, France métropolitaine, 46700, France",D 673,Mississippi,,,46700,Lot,D 673,Cassagnes,,"https://maps.google.com/?q=44.561507,1.12476",44.561507,1.12476
Europe,France,"Source de Fond Vincent, St Médart, France, 46150",Public Drinking Spring,"Lavoir, D 5, Mas de Bro, Saint-Médard, Cahors, Lot, Occitanie, France métropolitaine, 46150, France",D 5,Mississippi,,,46150,Lot,D 5,Saint-Médard,,"https://maps.google.com/?q=44.538814,1.295904",44.538814,1.295904
Europe,France,"La Font de l'Auche, France",Public Drinking Spring,"Chemin de l'Ancienne Forge, Les Chabannes, Mensignac, Périgueux, Dordogne, Nouvelle-Aquitaine, France métropolitaine, 24350, France",Chemin de l'Ancienne Forge,Montana,,,24350,Dordogne,Chemin de l'Ancienne Forge,Mensignac,,"https://maps.google.com/?q=45.193846,0.574382",45.193846,0.574382
Europe,France,"Square Lamartine, Paris, France, 75016",Public Drinking Spring,"Buste du compositeur Benjamin Godard, Square Lamartine, Quartier de la Porte-Dauphine, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75116, France",Square Lamartine,Nebraska,,Paris,75116,,Square Lamartine,,,"https://maps.google.com/?q=48.86509,2.275072",48.86509,2.275072
Europe,France,"Fontaine De La Bastille, Grenoble, France",Public Drinking Spring,"Chemin de la Bastille, Secteur 2, Grenoble, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38000, France",Chemin de la Bastille,New Brunswick / Nouveau-Brunswick,,Grenoble,38000,Isère,Chemin de la Bastille,,,"https://maps.google.com/?q=45.200694,5.725547",45.200694,5.725547
Europe,France,"Square De La Madone Spring, Paris, France 75018",Public Drinking Spring,"D285, Rue Marc Séguin, Quartier de la Chapelle, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",Rue Marc Séguin,New Jersey,,Paris,75018,,Rue Marc Séguin,,,"https://maps.google.com/?q=48.892153,2.361718",48.892153,2.361718
Europe,France,"Saint-Romain au Mont d'or Spring, France",Public Drinking Spring,"W40008, Rue de la Charrière, Saint-Romain-au-Mont-d'Or, Lyon, Métropole de Lyon, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69270, France",Rue de la Charrière,New South Wales,Circonscription départementale du Rhône,,69270,Métropole de Lyon,Rue de la Charrière,Saint-Romain-au-Mont-d'Or,,"https://maps.google.com/?q=45.837504,4.822944",45.837504,4.822944
Europe,France,Bellefontaine abbey spring,Public Drinking Spring,"Source de Bellefontaine, Rue des Jonquilles, Le Blanchard-Neuf, Bégrolles-en-Mauges, Cholet, Maine-et-Loire, Pays de la Loire, France métropolitaine, 49122, France",Rue des Jonquilles,New York,,,49122,Maine-et-Loire,Rue des Jonquilles,Bégrolles-en-Mauges,,"https://maps.google.com/?q=47.153558,-0.937531",47.153558,-0.937531
Europe,France,"Fontaine d'Eau Chaude, Dax, Landes (40), France",Free Hot Spring,"Fontaine Chaude, Place de la Fontaine Chaude, Dax, Arrondissement de Dax, Landes, Nouvelle-Aquitaine, France métropolitaine, 40100, France",Place de la Fontaine Chaude,New York,,,40100,Landes,Place de la Fontaine Chaude,,,"https://maps.google.com/?q=43.71093,-1.052809",43.71093,-1.052809
Europe,France,"Alet les Bains, Alet-les-Bains, Aude, 11580",Free Hot Spring,"Chemin de Saint-Salvaire, Brides, Alet-les-Bains, Limoux, Aude, Occitanie, France métropolitaine, 11580, France",Chemin de Saint-Salvaire,North Carolina,,,11580,Aude,Chemin de Saint-Salvaire,Alet-les-Bains,,"https://maps.google.com/?q=43,2.2667",43,2.2667
Europe,France,"Vaycales, Lacroix-Barrez, 12600 (Private with Permission)",Public Drinking Spring,"D 621, Le Prat, Montézic, Rodez, Aveyron, Occitanie, France métropolitaine, 12460, France",D 621,Oklahoma,,,12460,Aveyron,D 621,Montézic,,"https://maps.google.com/?q=44.754509,2.665569",44.754509,2.665569
Europe,France,Square Lamartine - Paris,Public Drinking Spring,"Fontaine à l'Albien, Square Lamartine, Quartier de la Porte-Dauphine, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75116, France",Square Lamartine,Oregon,,Paris,75116,,Square Lamartine,,,"https://maps.google.com/?q=48.864956,2.275431",48.864956,2.275431
Europe,France,"Spring Place Paul Verlaine, Paris, France",Public Drinking Spring,"Butte aux Cailles, Place Paul Verlaine, Quartier de la Maison-Blanche, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France",Place Paul Verlaine,Pennsylvania,,Paris,75013,,Place Paul Verlaine,,,"https://maps.google.com/?q=48.827496,2.352476",48.827496,2.352476
Europe,France,"Place LaMartine, Paris, France",Public Drinking Spring,"Fontaine à l'Albien, Square Lamartine, Quartier de la Porte-Dauphine, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75116, France",Square Lamartine,Tasmania,,Paris,75116,,Square Lamartine,,,"https://maps.google.com/?q=48.864975,2.275443",48.864975,2.275443
europe,Italia,"Tolfa Spring - ""Sorgente Minerale""",Public Drinking Spring,"Strada provinciale Braccianese Claudia, Rota, Tolfa, Roma Capitale, Lazio, Italia",Strada provinciale Braccianese Claudia,Alabama,,,,Roma Capitale,Strada provinciale Braccianese Claudia,Tolfa,,"https://maps.google.com/?q=42.15142091662321,12.012282864637797",42.15142092,12.01228286
europe,Italia,La Madonna della Fiora (Aqua Traiana),Public Drinking Spring,"Santa Maria della Fiora, Via della Fiora, Manziana, Roma Capitale, Lazio, 00066, Italia",Via della Fiora,British Columbia,,,66,Roma Capitale,Via della Fiora,Manziana,,"https://maps.google.com/?q=42.14679,12.15037",42.14679,12.15037
europe,Italia,"Tre Fontane Spring, Casterno, Milan, Italy",Public Drinking Spring,"Cascinello Valerio, Casterno, Robecco sul Naviglio, Milano, Lombardia, 20087, Italia",,New South Wales,,,20087,Milano,,Casterno,,"https://maps.google.com/?q=45.42,8.87",45.42,8.87
europe,Italia,"Sorgenti dell'Adda, 23038 Valdidentro, Sondrio, Lombardia, Italy",Public Drinking Spring,"Sorgente dell'Adda, Diga del lago di San Giacomo di Fraele, Valdidentro, Comunità montana Alta Valtellina, Sondrio, Lombardia, 23038, Italia",Diga del lago di San Giacomo di Fraele,North Carolina,,Valdidentro,23038,Sondrio,Diga del lago di San Giacomo di Fraele,,,"https://maps.google.com/?q=46.547587,10.240202",46.547587,10.240202
europe,Italia,"Martina Franca, Italy, 74015",Public Drinking Spring,"Martina Franca, Taranto, Puglia, 74015, Italia",,Northern Ireland,,,74015,Taranto,,,,"https://maps.google.com/?q=40.689307,17.334476",40.689307,17.334476
europe,Italia,"Olmitello, 80077, Ischia",Public Drinking Spring,"Terme di Cavascura, Strada provinciale 472 Iesca, Barano d'Ischia, Napoli, Campania, 80076, Italia",Strada provinciale 472 Iesca,Nova Scotia,,,80076,Napoli,Strada provinciale 472 Iesca,,,"https://maps.google.com/?q=40.705087,13.907419",40.705087,13.907419
Europe,Moldova,"Izvorul lui Urecheanu, Chisinau, Moldova",Public Drinking Spring,"Instrumente.md, 1/1, Strada Trandafirilor, Botanica de Jos, Chișinău, Sectorul Botanica, Municipiul Chișinău, MD-2038, Moldova",Strada Trandafirilor,West Virginia,,Chișinău,MD-2038,,Strada Trandafirilor,,,"https://maps.google.com/?q=46.998196,28.859495",46.998196,28.859495
europe,Nederland,"Ulestraten-Bron, Sint Catharinastraat, Netherlands",Public Drinking Spring,"84, Sint Catharinastraat, Vliek, Ulestraten, Meerssen, Limburg, Nederland, 6235 BG, Nederland",Sint Catharinastraat,Ontario,,,6235 BG,,Sint Catharinastraat,Ulestraten,,"https://maps.google.com/?q=50.903473,5.776631",50.903473,5.776631
europe,Norge,Kjelleolla i Tønsberg,Public Drinking Spring,"Brunla, Stavern, Larvik, Vestfold og Telemark, 3292, Norge",,Alabama,,,3292,Vestfold og Telemark,,,,"https://maps.google.com/?q=59,10",59,10
europe,Polska,"Las Łagiewnicki, Poland",Public Drinking Spring,"Szkoła Podstawowa nr 61 im. św. Franciszka z Asyżu, Okólna, Łagiewniki, Łódź-Bałuty, Łódź, województwo łódzkie, 91-512, Polska",Okólna,Pennsylvania,,Łódź,91-512,,Okólna,,,"https://maps.google.com/?q=51.845755,19.473878",51.845755,19.473878
